TRAFFIC_DATE,TRAFFIC_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,CONTRIBUTING_FACTOR_VEHICLE,REFERENCE_ID,TRAFFIC_VEHICLE_TYPE_CODE 1,TRAFFIC_VEHICLE_TYPE_CODE2,Junction,Label,Results
22-07-20,10:00:00,BROOKLYN,11236.0,40.63295,-73.913,POINT (-73.913 40.63295),,,996 EAST 78 STREET,Backing Unsafely,4330822,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,3,0,0
22-07-20,12:00:00,MANHATTAN,10031.0,40.822735,-73.94763,POINT (-73.94763 40.822735),CONVENT AVENUE,WEST 142 STREET,,Passing or Lane Usage Improper,4330843,Station Wagon/Sport Utility Vehicle,Sedan,4,1,1
22-07-20,20:00:00,BRONX,10472.0,40.828407,-73.84392,POINT (-73.84392 40.828407),BRUCKNER EXPRESSWAY,ZEREGA AVENUE,,Unspecified,4331006,Station Wagon/Sport Utility Vehicle,,2,0,0
22-07-20,17:00:00,,,40.73626,-73.74221,POINT (-73.74221 40.73626),GRAND CENTRAL PKWY,,,Unsafe Lane Changing,4330879,Station Wagon/Sport Utility Vehicle,Sedan,3,1,1
22-07-20,0:00:00,QUEENS,11413.0,40.66504,-73.76218,POINT (-73.76218 40.66504),183 STREET,145 AVENUE,,Unspecified,4331477,Station Wagon/Sport Utility Vehicle,,1,1,1
22-07-20,2:30:00,QUEENS,11430.0,40.665245,-73.80204,POINT (-73.80204 40.665245),VANWYCK EXPRESSWAY,NASSAU EXPRESSWAY,,Pavement Slippery,4330701,Sedan,,2,0,0
22-07-20,19:35:00,BROOKLYN,11217.0,40.680023,-73.97451,POINT (-73.97451 40.680023),,,259 FLATBUSH AVENUE,Passing or Lane Usage Improper,4330976,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0
22-07-20,19:00:00,BRONX,10454.0,40.80565,-73.92062,POINT (-73.92062 40.80565),BROOK AVENUE,EAST 135 STREET,,Traffic Control Disregarded,4330972,Station Wagon/Sport Utility Vehicle,Bike,3,1,1
22-07-20,6:55:00,BROOKLYN,11203.0,40.642384,-73.92539,POINT (-73.92539 40.642384),KINGS HIGHWAY,AVENUE D,,Unsafe Lane Changing,4331874,Sedan,Sedan,4,1,1
22-07-20,9:23:00,QUEENS,11378.0,40.72439,-73.90437,POINT (-73.90437 40.72439),56 ROAD,61 STREET,,Unspecified,4330815,Sedan,,1,0,0
22-07-20,14:30:00,,,40.709896,-73.83941,POINT (-73.83941 40.709896),JACKIE ROBINSON PKWY,,,Following Too Closely,4332767,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0
22-07-20,16:00:00,BROOKLYN,11207.0,40.671616,-73.89775,POINT (-73.89775 40.671616),PITKIN AVENUE,GEORGIA AVENUE,,Unspecified,4331144,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,1,1
22-07-20,8:54:00,BROOKLYN,11235.0,40.579475,-73.95146,POINT (-73.95146 40.579475),BEAUMONT STREET,HAMPTON AVENUE,,Turning Improperly,4330938,Tow Truck / Wrecker,Sedan,3,1,1
22-07-20,12:46:00,BROOKLYN,11213.0,40.668797,-73.93113,POINT (-73.93113 40.668797),EASTERN PARKWAY,UTICA AVENUE,,Driver Inattention/Distraction,4333068,Station Wagon/Sport Utility Vehicle,Sedan,2,0,0
22-07-20,13:30:00,QUEENS,11101.0,40.744694,-73.953445,POINT (-73.953445 40.744694),,,47-027 VERNON BOULEVARD,Driver Inattention/Distraction,4331321,Dump,Sedan,1,1,1
22-07-20,22:05:00,,,40.74091,-73.83727,POINT (-73.83727 40.74091),VAN WYCK EXPWY,,,Following Too Closely,4330911,Sedan,Station Wagon/Sport Utility Vehicle,3,0,0
22-07-20,15:00:00,BROOKLYN,11207.0,40.675816,-73.895836,POINT (-73.895836 40.675816),ATLANTIC AVENUE,NEW JERSEY AVENUE,,Driver Inattention/Distraction,4331132,Sedan,Bus,2,1,1
22-07-20,1:10:00,QUEENS,11691.0,40.606796,-73.75459,POINT (-73.75459 40.606796),,,13-49 BEACH CHANNEL DRIVE,Unspecified,4331249,Sedan,Sedan,1,0,0
22-07-20,8:00:00,,,40.839478,-73.883896,POINT (-73.883896 40.839478),CROSS BRONX EXPRESSWAY,BOSTON ROAD,,Following Too Closely,4330874,Station Wagon/Sport Utility Vehicle,Sedan,2,1,1
22-07-20,18:11:00,BROOKLYN,11208.0,40.67818,-73.870705,POINT (-73.870705 40.67818),LIBERTY AVENUE,CRESCENT STREET,,Driver Inattention/Distraction,4331117,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,3,1,1
22-07-20,7:30:00,QUEENS,11372.0,40.7524,-73.89047,POINT (-73.89047 40.7524),,,34-35 76 STREET,Unspecified,4333345,Sedan,,1,1,1
22-07-20,7:00:00,QUEENS,11102.0,40.777332,-73.922745,POINT (-73.922745 40.777332),,,24-01 19 STREET,Unspecified,4331634,Station Wagon/Sport Utility Vehicle,,3,0,0
22-07-20,12:25:00,BROOKLYN,11207.0,40.652752,-73.88629,POINT (-73.88629 40.652752),FLATLANDS AVENUE,PENNSYLVANIA AVENUE,,Passing or Lane Usage Improper,4331140,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0
22-07-20,13:30:00,BROOKLYN,11235.0,40.59095,-73.94687,POINT (-73.94687 40.59095),AVENUE Y,EAST 23 STREET,,Driver Inattention/Distraction,4330940,Sedan,Station Wagon/Sport Utility Vehicle,Double Road Junction,1,1
22-07-20,22:10:00,,,40.741394,-73.82303,POINT (-73.82303 40.741394),LONG ISLAND EXPRESSWAY,,,Following Too Closely,4330910,Station Wagon/Sport Utility Vehicle,,Tribble Road Junction,0,0
22-07-20,16:25:00,,,40.689842,-73.850075,POINT (-73.850075 40.689842),WOODHAVEN BOULEVARD,,,Driver Inattention/Distraction,4334168,Van,Bike,Shopping Mall Road,1,1
22-07-20,10:00:00,BROOKLYN,11208.0,40.677475,-73.87398,POINT (-73.87398 40.677475),,,387 CHESTNUT STREET,Driver Inattention/Distraction,4331122,Pick-up Truck,Box Truck,Double Road Junction,0,0
22-07-20,2:35:00,BROOKLYN,11217.0,40.682636,-73.97949,POINT (-73.97949 40.682636),,,59 4 AVENUE,Driver Inattention/Distraction,4330806,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Mall Road Junction,1,1
22-07-20,19:17:00,BROOKLYN,11208.0,40.677788,-73.881714,POINT (-73.881714 40.677788),,,275 SHEPHERD AVENUE,Failure to Yield Right-of-Way,4331133,Pick-up Truck,,3,0,0
22-07-20,13:30:00,,,,,,MAJOR DEEGAN EXPRESSWAY RAMP,,,Following Too Closely,4331017,Station Wagon/Sport Utility Vehicle,,5,1,1
22-07-20,19:40:00,QUEENS,11423.0,40.71638,-73.76995,POINT (-73.76995 40.71638),,,192-03 HILLSIDE AVENUE,Unspecified,4330884,Station Wagon/Sport Utility Vehicle,,3,0,0
22-07-20,10:42:00,,,40.65965,-73.773834,POINT (-73.773834 40.65965),NASSAU EXPRESSWAY,ROCKAWAY BOULEVARD,,Driver Inattention/Distraction,4330904,Station Wagon/Sport Utility Vehicle,Box Truck,2,0,0
22-07-20,7:51:00,BRONX,10462.0,40.832752,-73.844925,POINT (-73.844925 40.832752),ZEREGA AVENUE,GLEASON AVENUE,,Traffic Control Disregarded,4332913,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1,1,1
22-07-20,10:45:00,BRONX,10454.0,,,,BRUCKNER EXPRESSWAY,EAST 138 STREET,,Following Too Closely,4330875,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Parallel Road Junction,1,1
22-07-20,18:30:00,BROOKLYN,11235.0,40.590572,-73.93999,POINT (-73.93999 40.590572),,,3823 NOSTRAND AVENUE,Illnes,4330936,Station Wagon/Sport Utility Vehicle,Sedan,Lake Road Junction,0,0
22-07-20,23:00:00,BROOKLYN,11229.0,40.60913,-73.95741,POINT (-73.95741 40.60913),KINGS HIGHWAY,EAST 16 STREET,,Unspecified,4330942,Bus,,4 Road Junction,0,0
22-07-20,9:43:00,QUEENS,11385.0,40.704594,-73.88777,POINT (-73.88777 40.704594),67 STREET,70 AVENUE,,Turning Improperly,4330817,Tractor Truck Diesel,,Double Road Junction,1,1
22-07-20,0:20:00,MANHATTAN,10037.0,40.814774,-73.94038,POINT (-73.94038 40.814774),LENOX AVENUE,WEST 136 STREET,,Following Too Closely,4330699,Sedan,,Mall Road Junction,0,0
22-07-20,15:06:00,BROOKLYN,11236.0,40.635372,-73.918945,POINT (-73.918945 40.635372),,,1697 RALPH AVENUE,Unspecified,4331200,Sedan,,3,1,1
22-07-20,11:19:00,MANHATTAN,10035.0,40.8076,-73.93719,POINT (-73.93719 40.8076),EAST 129 STREET,PARK AVENUE,,Driver Inattention/Distraction,4330870,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,5,1,1
22-07-20,21:20:00,,,40.715553,-73.82617,POINT (-73.82617 40.715553),VAN WYCK EXPWY,,,Unsafe Speed,4335535,Station Wagon/Sport Utility Vehicle,,3,0,0
22-07-20,21:45:00,,,40.735794,-73.85807,POINT (-73.85807 40.735794),LONG ISLAND EXPRESSWAY,,,Following Too Closely,4331103,Sedan,Station Wagon/Sport Utility Vehicle,2,0,0
22-07-20,20:02:00,QUEENS,11429.0,40.707573,-73.74506,POINT (-73.74506 40.707573),,,110-11 212 STREET,Unspecified,4331455,Sedan,Sedan,1,1,1
22-07-20,15:00:00,BROOKLYN,11238.0,40.67553,-73.96319,POINT (-73.96319 40.67553),GRAND AVENUE,PARK PLACE,,Passing Too Closely,4331311,Station Wagon/Sport Utility Vehicle,,3,1,1
22-07-20,4:45:00,MANHATTAN,10039.0,40.82815,-73.93491,POINT (-73.93491 40.82815),WEST 155 STREET,MACOMBS PLACE,,Other Vehicular,4331392,Sedan,Sedan,4,0,0
22-07-20,16:30:00,,,40.74715,-73.985504,POINT (-73.985504 40.74715),5 AVENUE,,,Driver Inattention/Distraction,4332478,Sedan,Bike,1,0,0
22-07-20,20:40:00,QUEENS,11367.0,40.739517,-73.81616,POINT (-73.81616 40.739517),,,153-51 HORACE HARDING EXPRESSWAY,Unspecified,4330928,Taxi,,5,1,1
22-07-20,14:42:00,,,40.8047,-73.91243,POINT (-73.91243 40.8047),EAST 138 STREET,,,Unspecified,4331031,Taxi,Dump,2,1,1
22-07-20,11:45:00,,,40.755486,-73.82472,POINT (-73.82472 40.755486),KISSENA BOULEVARD,,,Passing or Lane Usage Improper,4330876,Sedan,,4,0,0
22-07-20,17:15:00,MANHATTAN,10033.0,40.847248,-73.93687,POINT (-73.93687 40.847248),WADSWORTH AVENUE,WEST 177 STREET,,Turning Improperly,4330986,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,6,1,1
22-07-20,19:39:00,BROOKLYN,11221.0,40.68789,-73.936035,POINT (-73.936035 40.68789),LEWIS AVENUE,GATES AVENUE,,Driver Inattention/Distraction,4331802,Sedan,Bike,4,0,0
22-07-20,10:20:00,BROOKLYN,11234.0,,,,PENNSYLVANIA AVE,BELT PARKWAY,,View Obstructed/Limited,4331137,Sedan,Ambulance,2,1,1
22-07-20,16:52:00,,,40.737827,-73.8682,POINT (-73.8682 40.737827),94 STREET,55 AVENUE,,Backing Unsafely,4330955,Sedan,Sedan,4,0,0
22-07-20,16:20:00,,,40.63515,-74.14068,POINT (-74.14068 40.63515),CHARLES AVENUE,NICHOLAS AVENUE,,Driver Inattention/Distraction,4330920,Sedan,Station Wagon/Sport Utility Vehicle,3,1,1
22-07-20,19:30:00,QUEENS,11414.0,40.65706,-73.83933,POINT (-73.83933 40.65706),,,160-31 CROSS BAY BOULEVARD,Passing or Lane Usage Improper,4330969,Station Wagon/Sport Utility Vehicle,,2,1,1
22-07-20,11:00:00,BROOKLYN,11231.0,40.677044,-74.000725,POINT (-74.000725 40.677044),NELSON STREET,CLINTON STREET,,Turning Improperly,4330915,Box Truck,Sedan,3,1,1
22-07-20,18:55:00,BROOKLYN,11226.0,40.63896,-73.96108,POINT (-73.96108 40.63896),,,499 EAST 18 STREET,Driver Inattention/Distraction,4331061,Bike,Flat Bed,4,0,0
22-07-20,18:00:00,BROOKLYN,11211.0,40.711037,-73.96059,POINT (-73.96059 40.711037),SOUTH 5 PLACE,SOUTH 4 STREET,,Failure to Yield Right-of-Way,4330996,Bike,Sedan,1,0,0
22-07-20,9:30:00,BRONX,10452.0,,,,,,926 SEDGWICK AVENUE,Driver Inexperience,4331378,Station Wagon/Sport Utility Vehicle,Sedan,4,1,1
22-07-20,12:00:00,,,,,,EAST DRIVE,,,Driver Inattention/Distraction,4332606,Bike,Bike,2,0,0
22-07-20,2:28:00,BROOKLYN,11235.0,40.58655,-73.96617,POINT (-73.96617 40.58655),,,2601 OCEAN PARKWAY,Unspecified,4332041,AMBU,,4,1,1
22-07-20,17:00:00,,,40.715763,-73.74654,POINT (-73.74654 40.715763),JAMAICA AVENUE,212 STREET,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4330890,Sedan,,2,0,0
22-07-20,0:00:00,QUEENS,11423.0,40.714397,-73.76121,POINT (-73.76121 40.714397),,,90-64 198 STREET,Steering Failure,4331411,Box Truck,Sedan,4,1,1
22-07-20,19:00:00,BRONX,10469.0,40.870605,-73.8465,POINT (-73.8465 40.870605),,,1345 EAST GUN HILL ROAD,Unspecified,4336062,Sedan,,1,0,0
22-07-20,11:10:00,BRONX,10466.0,40.891823,-73.86266,POINT (-73.86266 40.891823),BRONX BOULEVARD,EAST 229 STREET,,View Obstructed/Limited,4330812,Station Wagon/Sport Utility Vehicle,Motorbike,5,1,1
22-07-20,3:04:00,BROOKLYN,11214.0,40.603764,-73.995544,POINT (-73.995544 40.603764),,,8505 21 AVENUE,Aggressive Driving/Road Rage,4332247,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0
22-07-20,13:00:00,QUEENS,11373.0,40.741512,-73.873,POINT (-73.873 40.741512),,,48-12 91 PLACE,Unspecified,4330956,Station Wagon/Sport Utility Vehicle,,2,0,0
22-07-20,20:17:00,BROOKLYN,11210.0,40.622955,-73.93723,POINT (-73.93723 40.622955),FLATBUSH AVENUE,AVENUE L,,Failure to Yield Right-of-Way,4337605,suburban,,1,1,1
22-07-20,14:10:00,QUEENS,11385.0,40.708427,-73.905525,POINT (-73.905525 40.708427),GROVE STREET,GRANDVIEW AVENUE,,Unspecified,4330851,Sedan,,3,1,1
22-07-20,15:35:00,QUEENS,11103.0,40.768234,-73.90709,POINT (-73.90709 40.768234),44 STREET,ASTORIA BOULEVARD,,Traffic Control Disregarded,4332432,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,0
22-07-20,21:10:00,MANHATTAN,10019.0,40.762966,-73.973976,POINT (-73.973976 40.762966),5 AVENUE,EAST 57 STREET,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4330982,Taxi,Bike,4,0,0
22-07-20,21:00:00,BROOKLYN,11211.0,40.70251,-73.95636,POINT (-73.95636 40.70251),RUTLEDGE STREET,LEE AVENUE,,Driver Inattention/Distraction,4330991,Station Wagon/Sport Utility Vehicle,Sedan,2,1,1
22-07-20,14:26:00,,,40.820515,-73.930695,POINT (-73.930695 40.820515),EXTERIOR STREET,,,Unsafe Lane Changing,4331992,Sedan,,1,0,0
22-07-20,21:44:00,BROOKLYN,11215.0,40.662468,-73.99226,POINT (-73.99226 40.662468),19 STREET,5 AVENUE,,Passing or Lane Usage Improper,4331019,Bike,Sedan,3,1,1
22-07-20,6:00:00,BRONX,10475.0,40.88733,-73.8246,POINT (-73.8246 40.88733),,,4220 BOSTON ROAD,Unspecified,4331040,Sedan,,4,1,1
22-07-20,7:00:00,,,40.674953,-73.80205,POINT (-73.80205 40.674953),VAN WYCK EXPWY,,,Passing or Lane Usage Improper,4331014,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,0
22-07-20,8:44:00,BRONX,10468.0,40.862446,-73.907845,POINT (-73.907845 40.862446),,,2333 LORING PLACE NORTH,Unspecified,4330786,Sedan,,3,0,0
22-07-20,12:40:00,,,40.653755,-73.88173,POINT (-73.88173 40.653755),VAN SICLEN AVENUE,,,Driver Inattention/Distraction,4331141,Station Wagon/Sport Utility Vehicle,Bike,1,1,1
22-07-20,22:30:00,BROOKLYN,11212.0,40.66549,-73.91063,POINT (-73.91063 40.66549),CHESTER STREET,BLAKE AVENUE,,Other Vehicular,4330980,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,1,1
22-07-20,17:41:00,BROOKLYN,11207.0,40.680664,-73.902626,POINT (-73.902626 40.680664),CONWAY STREET,BUSHWICK AVENUE,,Failure to Yield Right-of-Way,4336823,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0
22-07-20,20:29:00,BROOKLYN,11226.0,40.652313,-73.95602,POINT (-73.95602 40.652313),BEDFORD AVENUE,LINDEN BOULEVARD,,Driver Inattention/Distraction,4331053,Sedan,,3,0,0
22-07-20,12:20:00,,,40.862778,-73.906166,POINT (-73.906166 40.862778),WEST FORDHAM ROAD,,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4330834,E-Bike,,4,1,1
22-07-20,23:33:00,,,40.741272,-73.97535,POINT (-73.97535 40.741272),1 AVENUE,,,Aggressive Driving/Road Rage,4331114,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1,1,1
22-07-20,16:00:00,BROOKLYN,11208.0,40.675922,-73.87744,POINT (-73.87744 40.675922),GLENMORE AVENUE,MILFORD STREET,,Unspecified,4331145,Station Wagon/Sport Utility Vehicle,,3,0,0
22-07-20,20:00:00,,,40.750538,-73.940636,POINT (-73.940636 40.750538),QUEENS PLAZA SOUTH,CRESCENT STREET,,Failure to Yield Right-of-Way,4333319,Sedan,Bus,2,1,1
22-07-20,13:15:00,QUEENS,11412.0,40.688236,-73.76196,POINT (-73.76196 40.688236),FARMERS BOULEVARD,119 AVENUE,,Unspecified,4330902,Station Wagon/Sport Utility Vehicle,,3,0,0
22-07-20,6:45:00,,,40.636627,-73.94226,POINT (-73.94226 40.636627),FARRAGUT ROAD,,,Unspecified,4331868,Sedan,,2,1,1
22-07-20,22:56:00,QUEENS,11434.0,40.666393,-73.764465,POINT (-73.764465 40.666393),SOUTH CONDUIT AVENUE,180 STREET,,Following Too Closely,4330930,Pick-up Truck,Sedan,1,0,0
22-07-20,14:23:00,BROOKLYN,11219.0,40.63283,-74.00516,POINT (-74.00516 40.63283),10 AVENUE,60 STREET,,Unspecified,4331345,Station Wagon/Sport Utility Vehicle,Van,3,1,1
21-07-20,10:14:00,BROOKLYN,11214.0,40.602535,-73.99321,POINT (-73.99321 40.602535),85 STREET,BAY PARKWAY,,Driver Inattention/Distraction,4330626,Sedan,,2,1,1
21-07-20,20:15:00,BROOKLYN,11223.0,40.588783,-73.97178,POINT (-73.97178 40.588783),,,2483 WEST 2 STREET,Driver Inattention/Distraction,4332235,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1,1,1
21-07-20,20:21:00,BRONX,10467.0,40.88279,-73.869644,POINT (-73.869644 40.88279),,,3620 WEBSTER AVENUE,Unspecified,4330807,Sedan,,2,0,0
21-07-20,12:45:00,MANHATTAN,10031.0,40.828613,-73.943855,POINT (-73.943855 40.828613),,,451 WEST 151 STREET,Unspecified,4330656,Station Wagon/Sport Utility Vehicle,,3,0,0
21-07-20,6:40:00,MANHATTAN,10022.0,40.755756,-73.96479,POINT (-73.96479 40.755756),EAST 53 STREET,1 AVENUE,,Following Too Closely,4330422,Sedan,Sedan,1,1,1
21-07-20,14:00:00,BRONX,10475.0,40.86205,-73.82471,POINT (-73.82471 40.86205),,,2420 HUNTER AVENUE,Unspecified,4333680,Sedan,,3,0,0
21-07-20,5:20:00,MANHATTAN,10035.0,40.80047,-73.93145,POINT (-73.93145 40.80047),,,10 PALADINO AVENUE,Other Vehicular,4332211,Station Wagon/Sport Utility Vehicle,,1,1,1
21-07-20,8:57:00,BRONX,10465.0,40.816216,-73.82079,POINT (-73.82079 40.816216),LAWTON AVENUE,BRINSMADE AVENUE,,Unspecified,4330510,Sedan,Sedan,Double Road Junction,0,0
21-07-20,17:40:00,BRONX,10451.0,,,,EAST 138 STREET,EXTERIOR STREET,,Unspecified,4331027,Sedan,,Tribble Road Junction,1,1
21-07-20,12:50:00,MANHATTAN,10022.0,40.762177,-73.96613,POINT (-73.96613 40.762177),EAST 60 STREET,3 AVENUE,,Driver Inattention/Distraction,4332224,Sedan,Garbage or Refuse,Shopping Mall Road,0,0
21-07-20,19:02:00,BRONX,10457.0,40.850475,-73.890945,POINT (-73.890945 40.850475),ARTHUR AVENUE,EAST 181 STREET,,Unspecified,4330824,Station Wagon/Sport Utility Vehicle,Sedan,Ghat Road Junction,1,1
21-07-20,23:45:00,,,40.668625,-73.738235,POINT (-73.738235 40.668625),LAURELTON PARKWAY,,,Unspecified,4330661,Sedan,Sedan,Parallel Road Junction,0,0
21-07-20,8:02:00,BRONX,10456.0,40.833054,-73.90592,POINT (-73.90592 40.833054),WASHINGTON AVENUE,EAST 169 STREET,,Other Vehicular,4330773,Sedan,Sedan,Lake Road Junction,0,0
21-07-20,11:25:00,BRONX,10462.0,40.855484,-73.867676,POINT (-73.867676 40.855484),,,2166 WHITE PLAINS ROAD,Passing or Lane Usage Improper,4331557,Sedan,Station Wagon/Sport Utility Vehicle,4 Road Junction,1,1
21-07-20,19:40:00,BRONX,10451.0,40.82317,-73.9275,POINT (-73.9275 40.82317),GERARD AVENUE,EAST 153 STREET,,Unspecified,4332238,Pick-up Truck,,Double Road Junction,1,1
21-07-20,22:50:00,,,40.87356,-73.81853,POINT (-73.81853 40.87356),HUTCHINSON RIVER PARKWAY,,,Unspecified,4333682,Sedan,Sedan,Mall Road Junction,0,0
21-07-20,9:57:00,,,40.756325,-73.803604,POINT (-73.803604 40.756325),45 AVENUE,,,Passing Too Closely,4332252,Taxi,AMBULANCE,Double Road Junction,0,0
21-07-20,23:29:00,,,40.864525,-73.92663,POINT (-73.92663 40.864525),DYCKMAN STREET,,,Unspecified,4332251,Moped,Sedan,Mall Road Junction,1,1
21-07-20,11:28:00,BROOKLYN,11203.0,40.64036,-73.92571,POINT (-73.92571 40.64036),WHITTY LANE,KINGS HIGHWAY,,Unspecified,4331859,Sedan,,3,0,0
21-07-20,18:15:00,BROOKLYN,11207.0,40.65993,-73.891655,POINT (-73.891655 40.65993),PENNSYLVANIA AVENUE,HEGEMAN AVENUE,,Other Vehicular,4331121,Concrete Mixer,Sedan,5,1,1
21-07-20,15:02:00,BROOKLYN,11223.0,40.60451,-73.96936,POINT (-73.96936 40.60451),,,546 KINGS HIGHWAY,Unspecified,4332230,Sedan,Station Wagon/Sport Utility Vehicle,3,1,1
21-07-20,0:00:00,BRONX,10452.0,40.842083,-73.92011,POINT (-73.92011 40.842083),JESUP AVENUE,JESUP PLACE,,Driver Inattention/Distraction,4332491,Sedan,,2,0,0
21-07-20,8:00:00,,,40.673347,-73.79849,POINT (-73.79849 40.673347),142 STREET,,,Unspecified,4330906,Station Wagon/Sport Utility Vehicle,,1,0,0
21-07-20,23:55:00,BRONX,10454.0,40.808163,-73.92653,POINT (-73.92653 40.808163),ALEXANDER AVENUE,EAST 135 STREET,,Failure to Yield Right-of-Way,4331028,Bus,Sedan,3,1,1
21-07-20,13:44:00,,,40.692318,-73.8609,POINT (-73.8609 40.692318),FOREST PARKWAY,,,Aggressive Driving/Road Rage,4332222,Station Wagon/Sport Utility Vehicle,,4,1,1
21-07-20,15:35:00,QUEENS,11420.0,40.680756,-73.82045,POINT (-73.82045 40.680756),111 AVENUE,120 STREET,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4330677,Sedan,Bike,1,0,0
21-07-20,9:25:00,,,40.69613,-73.987114,POINT (-73.987114 40.69613),TILLARY STREET,,,Unsafe Speed,4330587,Station Wagon/Sport Utility Vehicle,Sedan,5,0,0
21-07-20,17:30:00,QUEENS,11413.0,40.66079,-73.75232,POINT (-73.75232 40.66079),,,145-68 228 STREET,Driver Inattention/Distraction,4330641,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,2,1,1
21-07-20,9:49:00,,,40.80761,-73.95305,POINT (-73.95305 40.80761),WEST 121 STREET,,,Failure to Yield Right-of-Way,4330595,Pick-up Truck,E-Bike,4,1,1
21-07-20,22:20:00,BROOKLYN,11212.0,40.66578,-73.91942,POINT (-73.91942 40.66578),HOWARD AVENUE,SUTTER AVENUE,,Unspecified,4330707,Sedan,Motorcycle,6,0,0
21-07-20,18:42:00,STATEN ISLAND,10312.0,40.55289,-74.168106,POINT (-74.168106 40.55289),,,3498 RICHMOND AVENUE,Unspecified,4331828,Station Wagon/Sport Utility Vehicle,,4,1,1
21-07-20,8:30:00,MANHATTAN,10002.0,40.71918,-73.99029,POINT (-73.99029 40.71918),DELANCEY STREET,ALLEN STREET,,Driver Inattention/Distraction,4330438,Sedan,Bike,2,0,0
21-07-20,14:16:00,QUEENS,11427.0,40.72387,-73.75541,POINT (-73.75541 40.72387),,,211-10 HILLSIDE AVENUE,Unspecified,4330628,Station Wagon/Sport Utility Vehicle,,4,0,0
21-07-20,13:20:00,,,40.653454,-73.88466,POINT (-73.88466 40.653454),FLATLANDS AVENUE,,,Unspecified,4331135,Sedan,Station Wagon/Sport Utility Vehicle,3,1,1
21-07-20,10:06:00,BRONX,10458.0,40.86463,-73.892136,POINT (-73.892136 40.86463),BAINBRIDGE AVENUE,EAST 194 STREET,,Unspecified,4330594,Sedan,,2,0,0
21-07-20,18:00:00,QUEENS,11435.0,,,,PRINCETON STREET,105 AVENUE,,Failure to Yield Right-of-Way,4338038,Station Wagon/Sport Utility Vehicle,,3,1,1
21-07-20,13:30:00,MANHATTAN,10027.0,40.81328,-73.958496,POINT (-73.958496 40.81328),,,70 LASALLE STREET,Aggressive Driving/Road Rage,4330922,Pick-up Truck,,4,1,1
21-07-20,20:50:00,BRONX,10466.0,40.890244,-73.860306,POINT (-73.860306 40.890244),EAST 228 STREET,LOWERRE PLACE,,Driver Inattention/Distraction,4330809,Sedan,Station Wagon/Sport Utility Vehicle,1,0,0
21-07-20,16:30:00,QUEENS,11415.0,40.705544,-73.82966,POINT (-73.82966 40.705544),METROPOLITAN AVENUE,BREVOORT STREET,,Driver Inattention/Distraction,4332867,Sedan,Sedan,4,0,0
21-07-20,15:15:00,QUEENS,11357.0,40.7858,-73.821915,POINT (-73.821915 40.7858),15 AVENUE,PARSONS BOULEVARD,,Failure to Yield Right-of-Way,4330634,Sedan,Station Wagon/Sport Utility Vehicle,2,1,1
21-07-20,16:30:00,QUEENS,11102.0,40.77079,-73.92079,POINT (-73.92079 40.77079),28 STREET,ASTORIA BOULEVARD,,Other Vehicular,4331636,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,4,1,1
21-07-20,7:10:00,,,40.719093,-73.77552,POINT (-73.77552 40.719093),SOHO DRIVE,,,Driver Inattention/Distraction,4330448,Station Wagon/Sport Utility Vehicle,Sedan,2,0,0
21-07-20,13:31:00,BROOKLYN,11208.0,40.67661,-73.86172,POINT (-73.86172 40.67661),PITKIN AVENUE,RUBY STREET,,Unspecified,4331119,Station Wagon/Sport Utility Vehicle,Sedan,4,0,0
21-07-20,1:25:00,,,,,,MARGINAL STREET,WEST 131 STREET,,Driver Inattention/Distraction,4333701,Sedan,Station Wagon/Sport Utility Vehicle,1,1,1
